	OS052	OS152	OS186	OS457	OS525	OS526	OS384	OS742	OS766	OS774	OS833	SJSA	U2OS	MG63	MG63.3	SaOS2	HuO9	HOS	c143B
AC010326.1	3.390825505	0.017794415	2.514153223	2.311873478	2.606544065	3.16390468	1.703966998	1.622698778	2.492609635	3.356016924	2.875758555	2.344743532	3.3983736	2.298245251	1.73922157	3.388141629	2.372662492	3.374811273	2.803595567
AC010442.1	4.900433946	4.264435453	3.760896205	4.696974283	5.019162427	4.366793181	4.565209567	2.8744114	4.526746349	4.455221358	4.044675129	3.726733417	4.394934119	4.901739722	5.486684876	5.208575974	4.582537902	5.04991097	4.938235501
AC010642.2	3.640304818	2.617758892	1.227679053	2.270019159	1.609247579	2.051396883	4.308615543	2.1690753	2.64689059	1.58619472	2.819166887	3.34986291	2.376553882	3.565772211	3.479875315	2.487815994	2.198176477	2.387674106	1.857918191
AC011498.7	3.442928249	1.969555392	1.912141515	1.805200106	2.388092383	1.693319227	1.324985569	1.921599344	0.824829005	2.855043723	1.270060342	2.161984624	2.363624551	0.917022343	0.763899819	1.606245129	1.417695438	2.468712713	1.676401259
AC012073.1	2.778884131	2.324407535	2.744822452	2.033199885	2.463358268	2.147997382	3.312918002	1.355934854	0.627106956	1.58619472	1.509982209	2.375075425	3.336858355	2.313489499	2.355760539	2.397397068	2.060425612	2.008509946	2.031783346
AC012146.1	2.52864371	4.170119196	2.133135479	1.402122633	2.388092383	1.077762052	2.251949161	3.190453146	0.931638638	2.618930929	1.037291194	1.920124706	2.651160791	3.242474115	4.548941715	1.240653829	1.638797787	2.488280556	2.532423342
AC012313.1	4.681533419	3.585940574	2.585003967	3.345935054	2.486333175	2.496391825	3.862722582	2.664607675	3.439056292	2.017693174	3.905815617	3.578209258	3.593723084	4.3194722	4.494133995	2.995791045	3.292840441	3.561888182	3.616731707
AC012360.3	1.862302311	2.040907322	2.550013487	3.523099574	1.755115729	2.97301649	0.460822183	3.152616519	2.030442139	2.882015503	2.19149717	1.400819129	1.779206494	2.065958649	1.724059145	1.751640708	2.077331069	1.568217867	2.571951301
AC012467.2	1.917359733	1.835511514	2.448114054	2.078935876	2.003599837	1.731775006	0.729940268	2.213855798	1.842459015	1.495957178	1.191170126	1.41256495	1.364713234	0.956400158	1.218063014	1.597721413	1.727144657	1.492724136	1.836438823
AC012510.1	2.379770909	2.327977886	1.989628964	1.482859619	1.684024426	1.871186793	3.169432241	1.957153511	2.014329674	2.780551967	2.125139286	1.717248112	2.845023894	2.010914956	2.232597903	1.904598538	0.9698984	2.564001164	2.347393499
AC012531.1	1.03868179	3.534333103	2.841237874	2.820595108	3.482959228	2.715075569	2.069966972	2.564425775	1.786634596	2.58650261	1.646350967	1.89522527	2.445665382	2.942557584	2.07421188	2.337225304	0.691134783	2.582326238	2.242425226
AC012615.1	3.427494045	1.693272838	1.575747491	3.176658518	1.664012081	2.57705791	1.861670242	2.313235792	1.320356489	1.916966164	2.099446492	2.236567197	2.191398707	1.733367781	1.812731693	1.869623598	2.085710087	2.087611899	1.821939498
AC015712.2	0.760713066	1.87020804	3.115698504	3.543319771	5.367914349	3.06839931	3.795887853	0.066621716	0	2.096572884	2.037655045	3.861384286	1.827087603	3.393569339	3.168795068	0.569727878	2.174803649	2.488280556	2.861455266
AC015813.1	2.030654454	2.235956099	1.930396186	4.448934588	2.588961765	2.795079103	0.358671344	3.398736363	2.832936297	3.635024626	1.944521387	1.886829036	1.918330997	0.606422207	1.260717711	2.1222868	3.274632628	2.087611899	2.52349031
AC015813.5	2.890661419	0.892450417	1.560200877	1.351418667	1.840806467	1.704411587	3.075949737	0.959940631	1.647308517	1.808675117	1.17486088	2.097957689	2.382975354	1.155636136	1.151618891	2.295669715	1.124289568	1.866198329	1.321876058
AC015813.6	3.678474626	3.287152014	1.359267695	3.529448882	2.178368465	3.854633657	1.661692254	3.205314252	2.266412767	2.530781057	2.00111984	2.922891279	3.300007419	2.638024869	2.912074447	2.2474427	2.734197458	0.873031754	2.181262157
AC016065.1	3.662448937	0.902063501	2.615409798	2.223785451	2.805390886	2.633278681	2.690802881	1.301649835	2.332883669	1.968208568	2.207620468	2.79860184	2.618880502	2.464522484	2.565944586	1.571843874	2.895402529	1.924818007	2.069095963
AC016739.1	2.201702392	1.731517237	3.118354923	0.290554246	0.452987267	0.292367068	4.3820581	2.631980612	2.767151385	3.310414259	3.57394628	1.143262954	1.403130103	1.103969911	1.281581273	0.923527544	2.728857697	1.895805877	1.807292973
AC016747.1	2.566714006	3.238658309	4.174829139	0.620579328	0.041957477	2.567977194	3.539929061	3.175437362	2.795712997	0	2.727092388	3.656852899	4.231975602	3.722453089	3.739407447	2.440934145	1.972792698	3.660050969	3.369986275
AC016876.2	2.64294012	3.855773792	2.244323293	2.405975922	1.697213411	1.989264383	3.242958216	2.664607675	2.421080026	1.519051198	2.308246191	1.68855146	3.032328833	2.491580693	2.75683441	1.804449178	1.672565017	3.941332226	3.069085629
AC018521.5	3.358636046	1.547761634	1.881194203	2.405975922	2.233726172	1.682140921	1.969574589	0.888076399	1.728562824	0.495301433	0.963252308	2.468062164	1.845803782	2.092712477	1.769076573	1.883715483	1.76936878	1.093475069	1.402044531
AC018638.2	3.333093626	3.431877838	3.566452241	3.59023656	4.524456459	2.586081826	2.069966972	2.075115497	2.515685865	2.096572884	1.610419363	1.89522527	1.636012923	1.651758193	1.475131673	2.912328129	2.478266246	1.773545495	1.716146701
AC018638.4	4.600506645	4.510511753	4.838990125	4.510569409	5.538367658	3.369518142	3.010083676	2.737985017	4.167450403	3.437063361	2.450527091	2.780586323	2.792929862	2.650083621	1.724059145	3.800236984	3.437340638	2.545440327	2.720048517
AC018638.5	3.563935583	3.438498931	3.814298504	3.585369188	4.647613366	2.606920687	1.618141258	1.847749251	2.728167789	1.899472765	1.944521387	1.903572922	1.909461999	1.61531814	1.342420518	2.705748789	2.876209813	1.639956809	1.684438427
AC018647.2	4.906013124	3.9269534	4.094811751	4.812381812	3.748284619	4.289717641	3.57451968	3.049329268	4.069485481	3.972751099	3.315853558	4.19809475	4.608638665	3.621954277	3.234470451	3.043645267	4.079346633	3.276948443	3.960748243
AC019069.1	1.361019669	1.631048015	3.414794486	1.256628634	1.299087575	1.490397605	1.898542395	2.393288318	2.582779252	2.185866163	2.598487152	1.447239307	2.723786026	3.425490316	2.815236246	2.086180993	1.390898691	2.907059527	4.056749704
AC019205.1	2.053177803	1.523054889	1.071951017	2.182481626	1.965953887	2.20768298	2.223168605	0.85075572	0.294971003	1.881764645	0.692446621	2.710950699	2.534870985	2.7430883	1.868956704	2.464565495	2.295298957	2.138035368	2.038069516
AC020915.3	2.803006754	3.301751051	2.534185532	2.011591793	2.291392998	2.564937543	2.941066052	3.175437362	5.150890271	2.001386173	2.464012863	2.484849139	1.798550045	2.714663147	3.157552512	3.285735764	3.753574221	2.488280556	1.258683784
AC020916.1	5.3200026	4.475527456	3.446851049	6.082806926	3.053747422	4.36592021	5.380009135	3.854945685	1.913682518	3.864217441	2.834822435	3.048652469	2.487981911	5.261426983	4.719189303	2.636698797	3.630116672	1.953258194	3.209376012
AC021078.1	1.872470303	3.994785656	2.53815883	4.856987262	4.180339105	4.70173117	0.24873274	4.056891622	3.189286808	3.69202037	3.191660664	2.068562945	2.414660853	2.932719169	2.050096112	2.157511017	2.471887709	1.773545495	2.688426829
AC021092.2	1.353779864	2.545994514	2.229656556	1.322460246	2.97200502	2.736847361	1.152546466	2.990490102	3.030121697	2.925877303	2.829622773	2.428115824	2.687930355	2.656075409	2.097931153	2.615744682	1.908120154	2.366682663	2.392247213
AC022098.1	4.307303472	3.099366234	2.111965526	2.851330882	2.201692853	1.704411587	3.026834246	1.991852503	1.03108281	1.26956999	0.238387022	2.902211686	1.477024713	2.825150386	1.73922157	1.728403046	2.56472541	2.061723507	2.087396519
AC022107.1	2.131468921	2.555162726	2.01835766	2.251703086	2.355187856	1.720891839	1.934495614	1.216188982	1.421568751	1.323037139	1.522925947	2.097957689	2.935174424	2.161721479	1.281581273	1.945479108	2.118747832	1.924818007	2.532423342
AC022150.4	2.379770909	1.960383068	2.808713908	2.14658421	4.275738063	2.736847361	0.129720196	0.191290353	0.53975005	2.472820594	1.813697955	1.639417609	2.408379181	1.973016692	2.345889185	2.68979654	2.919039848	0.748739843	1.012780292
AC022211.3	2.193614904	1.039064581	1.874924273	1.805200106	2.384020126	2.6620114	4.664887008	0.462672139	0.787393193	0.967735911	0.46990014	2.147999961	3.562946972	2.074931831	2.013149352	2.794201167	2.606086529	2.279522403	2.214944842
AC022400.8	2.895655409	3.36219981	2.866739235	3.24769447	2.534891439	2.621623428	3.271350513	2.153834167	3.293102688	2.400047022	2.529613236	3.242084433	3.568591683	3.418457552	2.548835663	2.214371771	1.638797787	2.687642074	2.754813621
AC022966.1	6.935361367	6.432906669	6.871674153	6.656094448	5.770166477	6.490220054	7.508641503	5.554141605	7.357743979	6.924484683	7.3874017	6.377735364	6.603663267	6.612759161	6.025760886	7.362214327	6.315388699	6.351491327	5.799427743
AC024293.1	3.005989885	2.632270808	3.873677194	1.664597769	2.508947935	1.731775006	5.673877261	2.911132786	2.345818085	2.608202276	2.765719641	2.715699114	2.728836287	3.357253022	2.996523561	2.912328129	2.22876264	4.352408483	3.209376012
AC025171.1	4.248010471	2.756699861	2.01835766	3.493527371	2.952888031	3.397126233	2.626318079	1.809356442	2.31983224	2.661065067	1.770935529	3.506036331	1.779206494	2.588755924	3.033893065	3.332719887	3.339132572	4.063766468	3.421385133
AC025171.2	2.805662316	1.799959938	1.881194203	2.660887027	1.992943715	2.3766872	0.884975607	0.511319693	1.668055138	1.033366273	0.905117868	1.303242355	0	1.799822826	1.493131792	2.203177492	2.433012664	2.323760655	1.940773788
AC026401.3	4.038217365	2.603099518	2.557862818	1.959877555	2.664770138	2.434453631	2.958632458	2.798039732	1.516143574	2.349408437	2.536012152	3.188437359	2.290364649	3.628063788	3.002819419	3.245378558	2.765827529	2.753810354	2.105467838
AC026403.1	2.657713695	2.518135028	3.34165781	1.121942788	0.948269485	0.953103615	4.997870893	2.541185773	2.560759669	2.943055326	2.366852848	2.068562945	2.703406316	2.882494807	2.496256762	2.337225304	2.358901464	3.476287763	2.402028122
AC026412.1	3.04472087	1.670954918	2.164319106	0.848932747	4.154275034	3.643219695	1.024955328	2.29945095	3.682810198	2.899720564	0.206650024	0.060976273	3.289791622	3.177307844	3.580117838	1.02872965	3.427485676	3.342922274	1.50547185
AC026471.1	2.52864371	2.113040817	2.443884487	2.438728261	2.408283016	2.888006032	1.823830944	1.301649835	2.604467801	0.67053805	0.865017961	2.677266853	1.8550716	2.971676568	2.40412889	1.862525699	3.248749351	1.741290007	1.75482647
AC027031.2	5.120626581	0.520415683	2.565669674	5.962204943	2.862117968	2.038306192	3.043392562	4.328667234	4.411515219	4.645630252	3.658486929	2.112433477	3.499352254	1.894096043	1.826994703	3.511249114	3.683537185	2.704470821	3.556700373
AC027307.2	3.671212283	2.942847479	1.359267695	1.933308257	2.478715454	1.821109985	3.890444632	2.38025091	3.588014351	1.065094772	2.430059085	3.100403694	3.763288878	3.634147537	3.33270356	1.664541393	2.433012664	1.143697549	1.06296458
AC027644.3	3.619325745	2.623581187	2.315500434	2.537795013	2.501449002	2.28730007	3.091956888	1.433714604	3.38368898	1.808675117	2.082060189	2.939224146	3.663958477	2.576171223	2.3753029	2.733247705	2.65194847	3.791873788	2.810956209
AC034236.1	2.479598092	1.830486041	2.310862998	1.544346088	1.163118054	0.572149664	2.511992806	1.866569192	2.123511492	1.95132919	1.634472923	1.041032812	1.592347035	2.282838203	1.661763816	1.855392708	1.672565017	3.332134023	2.220482954
AC037459.2	2.999045748	1.899297892	2.497924663	3.100237809	3.343126212	3.403946488	2.251949161	1.687638606	1.211504335	2.818278578	0.49639196	2.627740476	3.134811497	2.662042415	2.574423559	2.559795418	1.945430102	2.935848464	3.277375681
AC040160.1	3.966459693	6.36566987	4.079897909	4.642366075	4.801333124	7.051548023	6.436530906	4.368822868	4.073378977	5.131078186	4.956833946	3.181589006	5.160732919	5.774443194	5.752589455	6.013802997	5.328545616	4.044068783	5.859227683
AC048341.1	1.993869315	3.12832134	2.435387971	4.724906149	2.140246887	3.530876453	0.24873274	1.554697476	1.062763821	2.69187729	1.496921288	1.388976894	0.571894882	1.934095956	1.218063014	0.79521241	1.568795602	0.748739843	1.411759466
AC055811.4	3.736685873	3.411830264	3.131564142	2.797631945	4.236752189	2.863475041	3.043392562	2.541185773	1.03108281	2.629580387	1.681409366	2.922891279	2.868095125	1.963384502	1.057980871	3.015123626	2.094040722	2.233884617	3.214935501
AC060780.1	4.132189329	3.101453839	4.029982177	4.677666936	5.409575835	3.141634969	3.366541469	3.625592912	2.757503796	3.290420183	2.687402395	2.771493493	2.9697143	3.393569339	3.207468095	2.550991949	3.061785468	2.233884617	3.352438176
AC064807.1	5.230441979	1.337137278	2.557862818	2.637564809	3.183592645	2.147997382	2.223168605	0.648132141	0.931638638	1.916966164	3.095294308	1.514183783	1.808125423	1.934095956	1.677591636	1.774510004	2.851854195	1.143697549	1.747173035
AC067852.2	4.570373317	3.266834027	4.228681414	4.415044771	2.408283016	3.549449683	6.116806427	2.481393174	3.687898357	2.951568241	3.203768633	4.786262068	4.557041997	4.402009963	4.491897779	2.555400399	3.523130955	4.532836899	4.334669703
AC068473.5	3.190015457	1.578061696	1.983813932	2.251703086	3.386517301	2.380150013	3.010083676	1.708651484	2.972909795	2.960031217	1.330206614	2.785111336	3.289791622	2.638024869	1.882677129	1.444537191	3.644367599	1.413060754	2.006361126
AC068888.1	3.344095797	2.694444032	2.834791474	2.522598105	2.542218978	2.580072158	1.429464279	1.76991393	2.210938993	0.348319489	3.133773055	1.649379159	3.179762671	1.924199469	2.07421188	1.883715483	2.582596997	2.507586541	1.523505394
AC073508.3	2.479598092	1.140007177	2.194842939	2.195316903	1.515567906	1.490397605	3.673577462	1.382330115	2.225008688	1.495957178	1.669817636	2.632770326	2.952547725	3.234487499	2.591233455	1.672680413	2.190427532	2.087611899	2.571951301
AC073861.1	3.316431431	2.91700369	4.463036426	1.060134753	1.383099166	1.261716998	3.815301507	3.05754234	2.31983224	2.400047022	3.116797963	2.015635415	2.146814265	4.547710139	4.202963085	2.550991949	2.465480846	3.495753821	2.34232257
AC073869.1	5.051829898	4.612110506	4.242140654	5.302916569	4.078182342	4.288796748	5.380009135	4.398222718	2.842093971	3.92167267	3.352569106	4.487654756	5.476637685	4.195361347	3.841291285	4.41658073	2.900161076	4.247228975	3.750985503
AC073896.4	2.831952509	3.632881816	2.967412393	2.885391081	3.300551571	2.345142078	3.455838482	2.481393174	1.896203564	1.899472765	2.850309918	2.363019085	2.748862378	2.887596658	2.22184353	2.45987009	2.640618938	1.924818007	1.523505394
AC074117.1	3.541807272	2.683337283	4.020072525	3.093397186	3.321995936	3.133450899	2.993136335	2.99904405	3.408559361	2.882015503	2.840003425	2.473679554	3.326901088	1.992090265	2.000620466	2.110351651	3.027401211	2.408364495	3.152570033
AC078846.1	3.075854275	3.052657657	2.99658244	3.143928322	2.42026314	1.938496645	0.129720196	3.089934903	1.786634596	1.399696649	1.548470158	1.557147669	2.184062993	1.963384502	1.105559444	2.086180993	1.716392667	1.284656587	1.980482885
AC080112.2	0.402119744	1.37904315	2.619165861	2.294084386	1.670713755	2.261246204	3.455838482	0.732625989	2.306661662	1.242074504	1.561074636	3.153865804	0.405247899	2.511546432	2.734309468	1.978683063	0.646520975	2.769888882	1.627214651
AC083843.3	1.074355679	3.078322338	3.42341279	3.459351334	3.392610851	2.57705791	0	2.631980612	3.092843814	2.460943741	1.855229278	0.203013209	0.946070868	1.459591208	2.200091252	1.335980844	2.372662492	0.381135419	1.731743272
AC083899.1	1.728759124	2.317240216	2.184739914	1.087932397	0.937195138	1.192500635	0.645691452	2.883679744	2.306661662	2.081138195	2.388230757	2.112433477	1.500838446	1.032071031	1.342420518	1.138579562	1.650141573	2.061723507	1.762439519
AC087741.1	1.569132444	2.585309354	2.592665713	4.605578891	2.977420811	2.106789483	1.898542395	2.326890166	1.964883602	0.447951991	1.770935529	1.303242355	1.440550465	2.118979193	2.062204385	0.147449575	2.295298957	0.381135419	0.973962216
AC090114.2	4.203395854	3.056966935	2.352072859	3.479166961	4.34755146	2.546563905	4.054633802	1.028394341	2.153246574	1.096140471	0.982121284	3.450146336	2.768614288	2.544220652	2.000620466	4.0933669	2.316812854	1.866198329	1.739478781
AC090204.1	2.625009787	2.71367744	2.473234318	1.579039123	0.062487325	2.338037385	1.703966998	3.041069173	3.34556057	0.295798272	2.776568669	0	1.667916324	2.211394832	0	0.147449575	1.999645973	0	1.762439519
AC090498.1	3.253635513	3.019921134	3.408296804	1.754066484	2.412287455	2.774174861	2.223168605	1.885146785	1.930952237	2.530781057	1.905516623	2.363019085	2.389368371	3.055664939	2.565944586	2.311393664	1.307386063	3.058729664	2.519002966
AC091057.1	4.192276942	4.783777162	5.411119568	4.840740559	4.277934324	5.060124542	2.334998391	4.614059697	2.805109247	4.65868707	3.97338346	4.090700092	4.080203249	3.584743704	3.962526683	4.364775356	4.134906663	4.848883872	5.150388351
AC091230.1	5.84058524	4.925435983	5.484508032	3.76936376	5.338229014	4.61988448	5.720957475	5.641420147	4.89338727	5.455263505	6.155381215	4.560730082	5.045035171	4.956174475	4.971140875	3.481443008	5.2909938	5.009854766	5.095689561
AC091729.3	2.035187343	1.433088873	3.083434002	2.93979442	3.1999004	2.341594105	3.705140844	1.708651484	2.238942495	2.049764419	1.072932855	3.160846709	3.466471803	4.267583479	4.191984667	1.688821986	1.800245161	1.805095564	1.700379675
AC092279.1	3.320150807	2.266046501	2.866739235	4.192264356	2.596020419	3.475297363	0.24873274	1.186538773	3.203568207	3.87768088	1.387945408	2.023316414	0.893068627	1.403708615	1.896268298	1.454012615	2.159008711	1.143697549	1.593466524
AC092718.4	4.13430352	3.515668791	3.126294959	3.839517733	2.933514319	3.849646483	4.315448793	1.600385928	2.225008688	2.256274843	2.78733672	3.920164246	3.615700413	3.277876646	3.168795068	3.348047277	2.008487128	3.589329021	3.550117757
AC092807.4	3.27870057	2.608981154	0.946019276	2.317754764	1.664012081	2.457583486	1.661692254	3.792347913	2.939168896	2.6714091	0.885207233	1.609113489	1.558707818	1.237835997	0.850227959	2.174805782	2.623456052	1.708296832	1.440517815
